trace_file,l1_size,l1_assoc,l2_size,l2_assoc,prefetch,policy,l1_i_total_accesses,l1_i_reads,l1_i_writes,l1_i_hits,l1_i_misses,l1_i_write_backs,l1_i_hit_rate,l1_i_miss_rate,l1_i_amat,l1_i_split_accesses,l1_d_total_accesses,l1_d_reads,l1_d_writes,l1_d_hits,l1_d_misses,l1_d_write_backs,l1_d_hit_rate,l1_d_miss_rate,l1_d_amat,l1_d_split_accesses,l2_total_accesses,l2_reads,l2_writes,l2_hits,l2_misses,l2_write_backs,l2_hit_rate,l2_miss_rate,l2_amat,l2_split_accesses
trace_str.txt,32768,2,1048576,8,OFF,LFU,1976862,1976862,0,1973452,3410,0,99.8275,0.172496,4.21881,101402,680460,503495,176965,653051,27409,3892,95.972,4.02801,7.21743,150,34711,30819,3892,23913,10798,1,68.8917,31.1083,77.2166,0
trace_str.txt,32768,2,1048576,8,OFF,Random,1976862,1976862,0,1973819,3043,0,99.8461,0.153931,4.21622,101402,680460,503495,176965,657750,22710,4509,96.6626,3.33745,7.11297,150,30262,25753,4509,19465,10797,19,64.3216,35.6784,86.3568,0
trace_str.txt,32768,4,1048576,8,OFF,LRU,1976862,1976862,0,1974338,2524,0,99.8723,0.127677,4.21198,101402,680460,503495,176965,662158,18302,3210,97.3103,2.68965,7.01727,150,24036,20826,3210,13237,10799,26,55.0716,44.9284,104.857,0
trace_str.txt,32768,4,1048576,8,OFF,FIFO,1976862,1976862,0,1974118,2744,0,99.8612,0.138806,4.21426,101402,680460,503495,176965,658984,21476,4311,96.8439,3.1561,7.08929,150,28531,24220,4311,17719,10812,37,62.1044,37.8956,90.7912,0
trace_str.txt,32768,4,1048576,8,OFF,LFU,1976862,1976862,0,1973275,3587,0,99.8186,0.181449,4.22015,101402,680460,503495,176965,641327,39133,4704,94.249,5.75096,7.47588,150,47424,42720,4704,36626,10798,2,77.2309,22.7691,60.5381,0
trace_str.txt,32768,4,1048576,8,OFF,Random,1976862,1976862,0,1974014,2848,0,99.8559,0.144067,4.21485,101402,680460,503495,176965,657775,22685,4563,96.6662,3.33377,7.113,150,30096,25533,4563,19295,10801,29,64.1115,35.8885,86.777,0
trace_str.txt,32768,8,1048576,8,OFF,LRU,1976862,1976862,0,1974455,2407,0,99.8782,0.121759,4.2112,101402,680460,503495,176965,662544,17916,3175,97.3671,2.63292,7.00993,150,23498,20323,3175,12694,10804,27,54.0216,45.9784,106.957,0
trace_str.txt,32768,8,1048576,8,OFF,FIFO,1976862,1976862,0,1974253,2609,0,99.868,0.131977,4.21323,101402,680460,503495,176965,659354,21106,4268,96.8983,3.10173,7.08143,150,27983,23715,4268,17170,10813,38,61.3587,38.6413,92.2826,0
trace_str.txt,32768,8,1048576,8,OFF,LFU,1976862,1976862,0,1965261,11601,0,99.4132,0.586839,4.28096,101402,680460,503495,176965,633784,46676,9661,93.1405,6.85948,7.64245,150,67938,58277,9661,57139,10799,3,84.1046,15.8954,46.7908,0
trace_str.txt,32768,8,1048576,8,OFF,Random,1976862,1976862,0,1974091,2771,0,99.8598,0.140172,4.21416,101402,680460,503495,176965,658480,21980,4439,96.7698,3.23017,7.09746,150,29190,24751,4439,18391,10799,27,63.0045,36.9955,88.9911,0
